layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 192)	(14, 14, 192)	37632	(3, 3)	(2, 2)	(0, 0)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(7, 7, 192)	9408	(3, 3)	(2, 2)	(1, 1)
CBR	(7, 7, 192)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 96)	4704	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 96)	(7, 7, 576)	28224	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
