layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 256)	(28, 28, 256)	200704	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 256)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 256)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 256)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 256)	200704	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 256)	(14, 14, 256)	50176	(3, 3)	(2, 2)	(0, 0)
CBR	(14, 14, 256)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 256)	(7, 7, 512)	25088	(3, 3)	(2, 2)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 2048)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 2048)	(7, 7, 512)	25088	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 512)	(4, 4, 512)	8192	(3, 3)	(2, 2)	(1, 1)
