layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
M	(112, 112, 32)	(56, 56, 32)	100352	(2, 2)	(2, 2)	(0, 0)
CBR	(56, 56, 32)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(14, 14, 192)	37632	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
M	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(7, 7, 192)	9408	(3, 3)	(2, 2)	(1, 1)
M	(7, 7, 192)	(4, 4, 192)	3072	(2, 2)	(2, 2)	(0, 0)
