layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 256)	(28, 28, 512)	401408	(1, 1)	(2, 2)	(0, 0)
CBR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 512)	(28, 28, 128)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 128)	(28, 28, 32)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 32)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
DBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
DBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
DBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
DBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(14, 14, 128)	25088	(3, 3)	(2, 2)	(1, 1)
M	(14, 14, 128)	(7, 7, 128)	6272	(2, 2)	(2, 2)	(0, 0)
CBR	(7, 7, 128)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 256)	12544	(3, 3)	(1, 1)	(1, 1)
M	(7, 7, 256)	(3, 3, 256)	2304	(3, 3)	(2, 2)	(0, 0)
