layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(55, 55, 16)	(55, 55, 64)	193600	(3, 3)	(1, 1)	(1, 1)
CBR	(55, 55, 64)	(55, 55, 16)	48400	(1, 1)	(1, 1)	(0, 0)
CBR	(55, 55, 16)	(55, 55, 64)	193600	(1, 1)	(1, 1)	(0, 0)
M	(55, 55, 64)	(28, 28, 64)	50176	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 64)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
DBR	(28, 28, 192)	(14, 14, 192)	37632	(3, 3)	(2, 2)	(1, 1)
M	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
DBR	(14, 14, 192)	(7, 7, 192)	9408	(3, 3)	(2, 2)	(1, 1)
M	(7, 7, 192)	(3, 3, 192)	1728	(3, 3)	(2, 2)	(0, 0)
