layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 64)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
M	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 32)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 32)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 64)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 64)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 192)	(14, 14, 192)	37632	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 192)	(7, 7, 192)	9408	(3, 3)	(2, 2)	(1, 1)
CBR	(7, 7, 192)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
DBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
DBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
DBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 64)	3136	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 64)	(7, 7, 384)	18816	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 96)	4704	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 96)	(7, 7, 576)	28224	(1, 1)	(1, 1)	(0, 0)
DBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
DBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
DBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 160)	7840	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 160)	(4, 4, 160)	2560	(3, 3)	(2, 2)	(1, 1)
