layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(112, 112, 96)	(56, 56, 96)	301056	(3, 3)	(2, 2)	(1, 1)
M	(56, 56, 96)	(28, 28, 96)	75264	(3, 3)	(2, 2)	(0, 0)
CBR	(28, 28, 96)	(14, 14, 96)	18816	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 96)	(14, 14, 576)	112896	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 576)	(14, 14, 576)	112896	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 576)	(7, 7, 576)	28224	(3, 3)	(2, 2)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 160)	7840	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 160)	(7, 7, 320)	15680	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 320)	(7, 7, 1280)	62720	(1, 1)	(1, 1)	(0, 0)
