layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(112, 112, 96)	(56, 56, 96)	301056	(3, 3)	(2, 2)	(1, 1)
CBR	(56, 56, 96)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 32)	(56, 56, 144)	451584	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 144)	(56, 56, 144)	451584	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 144)	(56, 56, 144)	451584	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 144)	(56, 56, 144)	451584	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 144)	(56, 56, 144)	451584	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 144)	(28, 28, 144)	112896	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 144)	(14, 14, 144)	28224	(3, 3)	(2, 2)	(1, 1)
M	(14, 14, 144)	(7, 7, 144)	7056	(2, 2)	(2, 2)	(0, 0)
CBR	(7, 7, 144)	(4, 4, 144)	2304	(5, 5)	(2, 2)	(2, 2)
M	(4, 4, 144)	(4, 4, 144)	2304	(3, 3)	(1, 1)	(1, 1)
