layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(112, 112, 96)	(56, 56, 96)	301056	(3, 3)	(2, 2)	(1, 1)
CBR	(56, 56, 96)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 32)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 32)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 32)	(28, 28, 64)	50176	(1, 1)	(2, 2)	(0, 0)
CBR	(28, 28, 64)	(14, 14, 256)	50176	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 256)	(14, 14, 128)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 128)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 256)	(14, 14, 64)	12544	(3, 3)	(1, 1)	(1, 1)
M	(14, 14, 64)	(14, 14, 64)	12544	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 64)	(14, 14, 384)	75264	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 64)	(7, 7, 64)	3136	(3, 3)	(2, 2)	(0, 0)
CBR	(7, 7, 64)	(7, 7, 384)	18816	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 384)	(4, 4, 384)	6144	(2, 2)	(2, 2)	(0, 0)
