layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 64)	(56, 56, 192)	602112	(3, 3)	(1, 1)	(1, 1)
M	(56, 56, 192)	(28, 28, 192)	150528	(2, 2)	(2, 2)	(0, 0)
CBR	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 64)	(14, 14, 64)	12544	(3, 3)	(2, 2)	(0, 0)
CBR	(14, 14, 64)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
M	(14, 14, 256)	(7, 7, 256)	12544	(3, 3)	(2, 2)	(1, 1)
CBR	(7, 7, 256)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 256)	12544	(3, 3)	(1, 1)	(1, 1)
