layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 16)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
M	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
M	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(14, 14, 64)	12544	(3, 3)	(2, 2)	(1, 1)
M	(14, 14, 64)	(7, 7, 64)	3136	(3, 3)	(2, 2)	(0, 0)
CBR	(7, 7, 64)	(7, 7, 384)	18816	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
M	(7, 7, 384)	(3, 3, 384)	3456	(3, 3)	(2, 2)	(0, 0)
