layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 64)	(28, 28, 64)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 64)	(28, 28, 64)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 64)	(28, 28, 64)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 64)	(28, 28, 64)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 64)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 64)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 64)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 64)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 64)	(14, 14, 64)	12544	(3, 3)	(2, 2)	(0, 0)
CBR	(14, 14, 64)	(14, 14, 384)	75264	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
