layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 256)	(28, 28, 512)	401408	(1, 1)	(2, 2)	(0, 0)
CBR	(28, 28, 512)	(28, 28, 256)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 256)	(28, 28, 32)	25088	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 32)	(14, 14, 32)	6272	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 32)	(14, 14, 64)	12544	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 64)	(14, 14, 384)	75264	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
