layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 256)	(28, 28, 256)	200704	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 32)	25088	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 32)	(28, 28, 192)	150528	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 192)	(28, 28, 16)	12544	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 16)	(14, 14, 16)	3136	(2, 2)	(2, 2)	(0, 0)
CR	(14, 14, 16)	(14, 14, 48)	9408	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 48)	(14, 14, 48)	9408	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 48)	(14, 14, 48)	9408	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 48)	(14, 14, 48)	9408	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 48)	(14, 14, 48)	9408	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 48)	(7, 7, 48)	2352	(5, 5)	(2, 2)	(2, 2)
C	(7, 7, 48)	(7, 7, 288)	14112	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 288)	(7, 7, 288)	14112	(3, 3)	(1, 1)	(1, 1)
CR	(7, 7, 288)	(7, 7, 48)	2352	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 48)	(7, 7, 128)	6272	(3, 3)	(1, 1)	(1, 1)
