layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CB	(28, 28, 144)	(28, 28, 144)	112896	(3, 3)	(1, 1)	(1, 1)
CB	(28, 28, 144)	(28, 28, 144)	112896	(3, 3)	(1, 1)	(1, 1)
CB	(28, 28, 144)	(28, 28, 144)	112896	(3, 3)	(1, 1)	(1, 1)
CB	(28, 28, 144)	(28, 28, 144)	112896	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 144)	(28, 28, 32)	25088	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 32)	(14, 14, 32)	6272	(3, 3)	(2, 2)	(0, 0)
CBR	(14, 14, 32)	(14, 14, 192)	37632	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 64)	(14, 14, 384)	75264	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 384)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
