layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(112, 112, 32)	(112, 112, 16)	200704	(1, 1)	(1, 1)	(0, 0)
M	(112, 112, 16)	(56, 56, 16)	50176	(2, 2)	(2, 2)	(0, 0)
CBR	(56, 56, 16)	(56, 56, 16)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 16)	(56, 56, 16)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 16)	(56, 56, 16)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 16)	(56, 56, 48)	150528	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 48)	(56, 56, 16)	50176	(1, 1)	(1, 1)	(0, 0)
M	(56, 56, 16)	(28, 28, 16)	12544	(3, 3)	(2, 2)	(0, 0)
CR	(28, 28, 16)	(28, 28, 96)	75264	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(14, 14, 256)	50176	(3, 3)	(2, 2)	(1, 1)
M	(14, 14, 256)	(7, 7, 256)	12544	(3, 3)	(2, 2)	(0, 0)
