layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(56, 56, 32)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 32)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 32)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 32)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 64)	(56, 56, 128)	401408	(1, 1)	(1, 1)	(0, 0)
CB	(56, 56, 128)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
C	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 16)	12544	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 16)	(14, 14, 16)	3136	(3, 3)	(2, 2)	(1, 1)
CR	(14, 14, 16)	(14, 14, 48)	9408	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 48)	(7, 7, 48)	2352	(5, 5)	(2, 2)	(2, 2)
CBR	(7, 7, 48)	(7, 7, 128)	6272	(3, 3)	(1, 1)	(1, 1)
M	(7, 7, 128)	(3, 3, 128)	1152	(3, 3)	(2, 2)	(0, 0)
