layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
M	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 256)	(28, 28, 512)	401408	(1, 1)	(2, 2)	(0, 0)
M	(28, 28, 512)	(14, 14, 512)	100352	(3, 3)	(2, 2)	(0, 0)
CBR	(14, 14, 512)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 64)	(14, 14, 384)	75264	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 384)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 64)	(7, 7, 64)	3136	(2, 2)	(2, 2)	(0, 0)
CB	(7, 7, 64)	(7, 7, 384)	18816	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 384)	(7, 7, 96)	4704	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 96)	(7, 7, 576)	28224	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
M	(7, 7, 576)	(7, 7, 576)	28224	(3, 3)	(1, 1)	(1, 1)
