layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(112, 112, 64)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
CR	(112, 112, 128)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
CR	(112, 112, 128)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
M	(112, 112, 128)	(56, 56, 128)	401408	(3, 3)	(2, 2)	(0, 0)
CBR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 128)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
CR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 192)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 96)	75264	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 96)	(14, 14, 96)	18816	(3, 3)	(2, 2)	(1, 1)
CB	(14, 14, 96)	(14, 14, 208)	40768	(3, 3)	(1, 1)	(1, 1)
M	(14, 14, 208)	(14, 14, 208)	40768	(3, 3)	(1, 1)	(1, 1)
