layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(28, 28, 16)	(28, 28, 96)	75264	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 192)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 64)	(28, 28, 64)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 64)	(28, 28, 160)	125440	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 160)	(14, 14, 160)	31360	(3, 3)	(2, 2)	(0, 0)
CBR	(14, 14, 160)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 160)	(14, 14, 320)	62720	(3, 3)	(1, 1)	(1, 1)
M	(14, 14, 320)	(7, 7, 320)	15680	(3, 3)	(2, 2)	(0, 0)
