layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 64)	(56, 56, 192)	602112	(3, 3)	(1, 1)	(1, 1)
M	(56, 56, 192)	(28, 28, 192)	150528	(2, 2)	(2, 2)	(0, 0)
CR	(28, 28, 192)	(28, 28, 16)	12544	(1, 1)	(1, 1)	(0, 0)
C	(28, 28, 16)	(28, 28, 32)	25088	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 32)	(14, 14, 32)	6272	(3, 3)	(2, 2)	(1, 1)
C	(14, 14, 32)	(14, 14, 192)	37632	(1, 1)	(1, 1)	(0, 0)
CB	(14, 14, 192)	(14, 14, 32)	6272	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 32)	(14, 14, 64)	12544	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 64)	(14, 14, 384)	75264	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 384)	(7, 7, 384)	18816	(3, 3)	(2, 2)	(0, 0)
CBR	(7, 7, 384)	(7, 7, 64)	3136	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 64)	(7, 7, 384)	18816	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CB	(7, 7, 384)	(7, 7, 96)	4704	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 96)	(4, 4, 96)	1536	(3, 3)	(2, 2)	(1, 1)
