layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(112, 112, 32)	(112, 112, 32)	401408	(1, 1)	(1, 1)	(0, 0)
CR	(112, 112, 32)	(112, 112, 32)	401408	(1, 1)	(1, 1)	(0, 0)
CR	(112, 112, 32)	(56, 56, 32)	100352	(1, 1)	(2, 2)	(0, 0)
CR	(56, 56, 32)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 64)	(28, 28, 128)	100352	(1, 1)	(2, 2)	(0, 0)
CB	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 192)	(14, 14, 192)	37632	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 32)	6272	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 32)	(7, 7, 32)	1568	(2, 2)	(2, 2)	(0, 0)
CBR	(7, 7, 32)	(7, 7, 128)	6272	(3, 3)	(1, 1)	(1, 1)
M	(7, 7, 128)	(7, 7, 128)	6272	(3, 3)	(1, 1)	(1, 1)
