layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
C	(56, 56, 128)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 256)	(28, 28, 512)	401408	(1, 1)	(2, 2)	(0, 0)
M	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 512)	(28, 28, 256)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 256)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 64)	(28, 28, 64)	50176	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 64)	(28, 28, 64)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 64)	(14, 14, 160)	31360	(1, 1)	(2, 2)	(0, 0)
CBR	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 160)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
CB	(14, 14, 160)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 160)	(7, 7, 160)	7840	(3, 3)	(2, 2)	(0, 0)
CBR	(7, 7, 160)	(7, 7, 320)	15680	(3, 3)	(1, 1)	(1, 1)
