layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
C	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
C	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
C	(112, 112, 32)	(56, 56, 32)	100352	(3, 3)	(2, 2)	(1, 1)
M	(56, 56, 32)	(56, 56, 32)	100352	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 32)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
M	(56, 56, 64)	(28, 28, 64)	50176	(2, 2)	(2, 2)	(0, 0)
C	(28, 28, 64)	(14, 14, 160)	31360	(1, 1)	(2, 2)	(0, 0)
CR	(14, 14, 160)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
CB	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 160)	(14, 14, 400)	78400	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 400)	(7, 7, 400)	19600	(2, 2)	(2, 2)	(0, 0)
CBR	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 400)	(7, 7, 400)	19600	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 400)	(7, 7, 400)	19600	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 400)	(7, 7, 400)	19600	(3, 3)	(1, 1)	(1, 1)
