layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(28, 28, 16)	(28, 28, 96)	75264	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 512)	(14, 14, 512)	100352	(3, 3)	(2, 2)	(1, 1)
CR	(14, 14, 512)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 512)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 512)	(14, 14, 256)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 256)	(14, 14, 1024)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 1024)	(7, 7, 1024)	50176	(3, 3)	(2, 2)	(1, 1)
CBR	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 1024)	(3, 3, 1024)	9216	(3, 3)	(2, 2)	(0, 0)
