layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CB	(28, 28, 512)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
CB	(28, 28, 512)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
CB	(28, 28, 512)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
CB	(28, 28, 512)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 512)	(14, 14, 512)	100352	(3, 3)	(2, 2)	(1, 1)
CR	(14, 14, 512)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 512)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 512)	(7, 7, 512)	25088	(3, 3)	(2, 2)	(0, 0)
C	(7, 7, 512)	(7, 7, 2048)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 2048)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
C	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 1024)	(7, 7, 2048)	100352	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 2048)	(3, 3, 2048)	18432	(3, 3)	(2, 2)	(0, 0)
