layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
C	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 192)	150528	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 192)	(14, 14, 192)	37632	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 192)	(7, 7, 192)	9408	(3, 3)	(2, 2)	(1, 1)
CB	(7, 7, 192)	(7, 7, 384)	18816	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 384)	(7, 7, 64)	3136	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 64)	(4, 4, 64)	1024	(3, 3)	(2, 2)	(1, 1)
