layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 32)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 32)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 32)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 32)	(56, 56, 32)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 32)	(28, 28, 64)	50176	(1, 1)	(2, 2)	(0, 0)
C	(28, 28, 64)	(14, 14, 160)	31360	(1, 1)	(2, 2)	(0, 0)
CR	(14, 14, 160)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 160)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 160)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
CB	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 160)	(7, 7, 400)	19600	(1, 1)	(2, 2)	(0, 0)
C	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
C	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
C	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 400)	(7, 7, 400)	19600	(3, 3)	(1, 1)	(1, 1)
CR	(7, 7, 400)	(7, 7, 400)	19600	(3, 3)	(1, 1)	(1, 1)
