layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(56, 56, 16)	(56, 56, 16)	50176	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 16)	(56, 56, 16)	50176	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 16)	(56, 56, 16)	50176	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 16)	(56, 56, 16)	50176	(3, 3)	(1, 1)	(1, 1)
M	(56, 56, 16)	(28, 28, 16)	12544	(2, 2)	(2, 2)	(0, 0)
C	(28, 28, 16)	(28, 28, 96)	75264	(1, 1)	(1, 1)	(0, 0)
C	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 128)	(14, 14, 128)	25088	(3, 3)	(2, 2)	(0, 0)
C	(14, 14, 128)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 256)	(14, 14, 1024)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 1024)	(7, 7, 2048)	100352	(1, 1)	(2, 2)	(0, 0)
M	(7, 7, 2048)	(3, 3, 2048)	18432	(3, 3)	(2, 2)	(0, 0)
