layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(56, 56, 128)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
C	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
C	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 256)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 64)	(56, 56, 128)	401408	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 128)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
CR	(28, 28, 128)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 512)	(14, 14, 512)	100352	(3, 3)	(2, 2)	(1, 1)
CR	(14, 14, 512)	(7, 7, 1024)	50176	(1, 1)	(2, 2)	(0, 0)
CB	(7, 7, 1024)	(4, 4, 1024)	16384	(3, 3)	(2, 2)	(1, 1)
