layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(224, 224, 64)	(224, 224, 64)	3211264	(3, 3)	(1, 1)	(1, 1)
CR	(224, 224, 64)	(224, 224, 64)	3211264	(3, 3)	(1, 1)	(1, 1)
CR	(224, 224, 64)	(224, 224, 64)	3211264	(3, 3)	(1, 1)	(1, 1)
CR	(224, 224, 64)	(224, 224, 64)	3211264	(3, 3)	(1, 1)	(1, 1)
M	(224, 224, 64)	(112, 112, 64)	802816	(2, 2)	(2, 2)	(0, 0)
CBR	(112, 112, 64)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 128)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 128)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 128)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 128)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
