layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
M	(56, 56, 256)	(28, 28, 256)	200704	(3, 3)	(2, 2)	(1, 1)
CB	(28, 28, 256)	(14, 14, 512)	100352	(1, 1)	(2, 2)	(0, 0)
M	(14, 14, 512)	(7, 7, 512)	25088	(2, 2)	(2, 2)	(0, 0)
CBR	(7, 7, 512)	(7, 7, 2048)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 2048)	(7, 7, 512)	25088	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CR	(7, 7, 512)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
C	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
C	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
C	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 1024)	(7, 7, 512)	25088	(1, 1)	(1, 1)	(0, 0)
