layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CB	(28, 28, 256)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 512)	(28, 28, 256)	200704	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 256)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 64)	(14, 14, 64)	12544	(3, 3)	(2, 2)	(1, 1)
CR	(14, 14, 64)	(14, 14, 384)	75264	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
M	(14, 14, 384)	(7, 7, 384)	18816	(2, 2)	(2, 2)	(0, 0)
C	(7, 7, 384)	(7, 7, 64)	3136	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 64)	(7, 7, 384)	18816	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 384)	(7, 7, 96)	4704	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 96)	(4, 4, 96)	1536	(2, 2)	(2, 2)	(0, 0)
