layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CB	(112, 112, 32)	(112, 112, 32)	401408	(1, 1)	(1, 1)	(0, 0)
CB	(112, 112, 32)	(112, 112, 32)	401408	(1, 1)	(1, 1)	(0, 0)
CB	(112, 112, 32)	(112, 112, 32)	401408	(1, 1)	(1, 1)	(0, 0)
CBR	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 32)	(112, 112, 32)	401408	(3, 3)	(1, 1)	(1, 1)
CB	(112, 112, 32)	(56, 56, 32)	100352	(1, 1)	(2, 2)	(0, 0)
CR	(56, 56, 32)	(28, 28, 64)	50176	(1, 1)	(2, 2)	(0, 0)
C	(28, 28, 64)	(28, 28, 160)	125440	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 160)	(14, 14, 160)	31360	(3, 3)	(2, 2)	(1, 1)
CR	(14, 14, 160)	(14, 14, 320)	62720	(3, 3)	(1, 1)	(1, 1)
