layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 64)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
C	(56, 56, 256)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
C	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
C	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
C	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
C	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 64)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 128)	(14, 14, 256)	50176	(1, 1)	(2, 2)	(0, 0)
CR	(14, 14, 256)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 512)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
M	(14, 14, 160)	(7, 7, 160)	7840	(3, 3)	(2, 2)	(1, 1)
CR	(7, 7, 160)	(7, 7, 320)	15680	(3, 3)	(1, 1)	(1, 1)
