layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 64)	(56, 56, 128)	401408	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 128)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
CR	(28, 28, 128)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
CB	(28, 28, 512)	(28, 28, 128)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 128)	(14, 14, 256)	50176	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 256)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 256)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 256)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 512)	(7, 7, 512)	25088	(3, 3)	(2, 2)	(1, 1)
M	(7, 7, 512)	(4, 4, 512)	8192	(3, 3)	(2, 2)	(1, 1)
