layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CB	(28, 28, 256)	(28, 28, 256)	200704	(1, 1)	(1, 1)	(0, 0)
CB	(28, 28, 256)	(28, 28, 256)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 256)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 512)	(14, 14, 512)	100352	(2, 2)	(2, 2)	(0, 0)
CBR	(14, 14, 512)	(14, 14, 128)	25088	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 128)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 256)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 512)	(14, 14, 112)	21952	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 112)	(14, 14, 112)	21952	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 112)	(14, 14, 224)	43904	(3, 3)	(1, 1)	(1, 1)
