layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(56, 56, 48)	(56, 56, 48)	150528	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 48)	(56, 56, 16)	50176	(1, 1)	(1, 1)	(0, 0)
M	(56, 56, 16)	(28, 28, 16)	12544	(2, 2)	(2, 2)	(0, 0)
CBR	(28, 28, 16)	(28, 28, 96)	75264	(1, 1)	(1, 1)	(0, 0)
CB	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 128)	(28, 28, 512)	401408	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 512)	(14, 14, 512)	100352	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 512)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 512)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 512)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 512)	(14, 14, 160)	31360	(1, 1)	(1, 1)	(0, 0)
CB	(14, 14, 160)	(14, 14, 400)	78400	(1, 1)	(1, 1)	(0, 0)
CB	(14, 14, 400)	(7, 7, 400)	19600	(3, 3)	(2, 2)	(1, 1)
CR	(7, 7, 400)	(7, 7, 400)	19600	(3, 3)	(1, 1)	(1, 1)
CR	(7, 7, 400)	(7, 7, 400)	19600	(3, 3)	(1, 1)	(1, 1)
CB	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
