layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(28, 28, 64)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 64)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 64)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 64)	(28, 28, 64)	50176	(1, 1)	(1, 1)	(0, 0)
C	(28, 28, 64)	(28, 28, 160)	125440	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 160)	(14, 14, 160)	31360	(3, 3)	(2, 2)	(1, 1)
M	(14, 14, 160)	(14, 14, 160)	31360	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 160)	(14, 14, 400)	78400	(1, 1)	(1, 1)	(0, 0)
M	(14, 14, 400)	(7, 7, 400)	19600	(2, 2)	(2, 2)	(0, 0)
C	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
C	(7, 7, 400)	(7, 7, 400)	19600	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 400)	(4, 4, 400)	6400	(2, 2)	(2, 2)	(0, 0)
