layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(112, 112, 64)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
M	(112, 112, 128)	(56, 56, 128)	401408	(3, 3)	(2, 2)	(1, 1)
CR	(56, 56, 128)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 256)	(56, 56, 128)	401408	(1, 1)	(1, 1)	(0, 0)
C	(56, 56, 128)	(28, 28, 128)	100352	(3, 3)	(2, 2)	(1, 1)
C	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
C	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 128)	(14, 14, 128)	25088	(2, 2)	(2, 2)	(0, 0)
C	(14, 14, 128)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 256)	(7, 7, 512)	25088	(3, 3)	(2, 2)	(1, 1)
M	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
C	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 1024)	(4, 4, 1024)	16384	(3, 3)	(2, 2)	(1, 1)
