layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(28, 28, 32)	(28, 28, 192)	150528	(1, 1)	(1, 1)	(0, 0)
CR	(28, 28, 192)	(28, 28, 16)	12544	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 16)	(28, 28, 96)	75264	(1, 1)	(1, 1)	(0, 0)
C	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CR	(28, 28, 128)	(14, 14, 256)	50176	(1, 1)	(2, 2)	(0, 0)
CBR	(14, 14, 256)	(7, 7, 512)	25088	(3, 3)	(2, 2)	(1, 1)
CR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
M	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CR	(7, 7, 512)	(7, 7, 2048)	100352	(1, 1)	(1, 1)	(0, 0)
CR	(7, 7, 2048)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
C	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
C	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
C	(7, 7, 1024)	(7, 7, 1024)	50176	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 1024)	(7, 7, 1024)	50176	(3, 3)	(1, 1)	(1, 1)
M	(7, 7, 1024)	(3, 3, 1024)	9216	(3, 3)	(2, 2)	(0, 0)
