layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 256)	(56, 56, 256)	802816	(1, 1)	(1, 1)	(0, 0)
CBR	(56, 56, 256)	(28, 28, 512)	401408	(1, 1)	(2, 2)	(0, 0)
CB	(28, 28, 512)	(14, 14, 512)	100352	(3, 3)	(2, 2)	(1, 1)
CR	(14, 14, 512)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 64)	(14, 14, 384)	75264	(1, 1)	(1, 1)	(0, 0)
CR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 384)	(14, 14, 384)	75264	(3, 3)	(1, 1)	(1, 1)
CR	(14, 14, 384)	(14, 14, 64)	12544	(1, 1)	(1, 1)	(0, 0)
