layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CR	(112, 112, 32)	(56, 56, 32)	100352	(1, 1)	(2, 2)	(0, 0)
CB	(56, 56, 32)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 64)	(56, 56, 64)	200704	(3, 3)	(1, 1)	(1, 1)
CR	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 64)	(56, 56, 64)	200704	(1, 1)	(1, 1)	(0, 0)
CR	(56, 56, 64)	(56, 56, 192)	602112	(3, 3)	(1, 1)	(1, 1)
M	(56, 56, 192)	(28, 28, 192)	150528	(2, 2)	(2, 2)	(0, 0)
CBR	(28, 28, 192)	(28, 28, 16)	12544	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 16)	(14, 14, 16)	3136	(3, 3)	(2, 2)	(0, 0)
C	(14, 14, 16)	(14, 14, 48)	9408	(1, 1)	(1, 1)	(0, 0)
CB	(14, 14, 48)	(14, 14, 48)	9408	(3, 3)	(1, 1)	(1, 1)
CB	(14, 14, 48)	(14, 14, 48)	9408	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 48)	(7, 7, 48)	2352	(5, 5)	(2, 2)	(2, 2)
CBR	(7, 7, 48)	(7, 7, 288)	14112	(1, 1)	(1, 1)	(0, 0)
M	(7, 7, 288)	(4, 4, 288)	4608	(3, 3)	(2, 2)	(1, 1)
