layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(112, 112, 32)	(56, 56, 32)	100352	(1, 1)	(2, 2)	(0, 0)
M	(56, 56, 32)	(28, 28, 32)	25088	(2, 2)	(2, 2)	(0, 0)
CBR	(28, 28, 32)	(28, 28, 192)	150528	(1, 1)	(1, 1)	(0, 0)
M	(28, 28, 192)	(14, 14, 192)	37632	(3, 3)	(2, 2)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 192)	37632	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 192)	(14, 14, 32)	6272	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 32)	(14, 14, 128)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 128)	(14, 14, 256)	50176	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 256)	(14, 14, 512)	100352	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 512)	(14, 14, 512)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 512)	(14, 14, 512)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 512)	(14, 14, 512)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(14, 14, 512)	(14, 14, 1024)	200704	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 1024)	(7, 7, 2048)	100352	(1, 1)	(2, 2)	(0, 0)
CBR	(7, 7, 2048)	(7, 7, 512)	25088	(1, 1)	(1, 1)	(0, 0)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
CBR	(7, 7, 512)	(7, 7, 512)	25088	(3, 3)	(1, 1)	(1, 1)
M	(7, 7, 512)	(4, 4, 512)	8192	(3, 3)	(2, 2)	(1, 1)
