layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(26, 26, 128)	(26, 26, 256)	173056	(3, 3)	(1, 1)	(1, 1)
CBR	(26, 26, 256)	(26, 26, 256)	173056	(1, 1)	(1, 1)	(0, 0)
CBR	(26, 26, 256)	(26, 26, 256)	173056	(1, 1)	(1, 1)	(0, 0)
CBR	(26, 26, 256)	(26, 26, 256)	173056	(1, 1)	(1, 1)	(0, 0)
CBR	(26, 26, 256)	(26, 26, 256)	173056	(1, 1)	(1, 1)	(0, 0)
M	(26, 26, 256)	(13, 13, 256)	43264	(3, 3)	(2, 2)	(0, 0)
CBR	(13, 13, 256)	(13, 13, 512)	86528	(3, 3)	(1, 1)	(1, 1)
CBR	(13, 13, 512)	(13, 13, 1024)	173056	(3, 3)	(1, 1)	(1, 1)
CBR	(13, 13, 1024)	(13, 13, 256)	43264	(1, 1)	(1, 1)	(0, 0)
CBR	(13, 13, 256)	(13, 13, 256)	43264	(3, 3)	(1, 1)	(1, 1)
CBR	(13, 13, 256)	(13, 13, 256)	43264	(3, 3)	(1, 1)	(1, 1)
CBR	(13, 13, 256)	(13, 13, 256)	43264	(3, 3)	(1, 1)	(1, 1)
M	(13, 13, 256)	(13, 13, 256)	43264	(3, 3)	(1, 1)	(1, 1)
CBR	(13, 13, 256)	(13, 13, 128)	21632	(1, 1)	(1, 1)	(0, 0)
