layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(112, 112, 64)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
CBR	(112, 112, 128)	(112, 112, 128)	1605632	(3, 3)	(1, 1)	(1, 1)
M	(112, 112, 128)	(56, 56, 128)	401408	(2, 2)	(2, 2)	(0, 0)
CBR	(56, 56, 128)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 256)	(28, 28, 256)	200704	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 32)	25088	(1, 1)	(1, 1)	(0, 0)
CBR	(28, 28, 32)	(28, 28, 96)	75264	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 96)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(28, 28, 128)	100352	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 128)	(14, 14, 256)	50176	(3, 3)	(2, 2)	(1, 1)
M	(14, 14, 256)	(7, 7, 256)	12544	(3, 3)	(2, 2)	(0, 0)
