layer_type	ifm_dim	ofm_dim	output_vol	kernel_dim	stride	pad
CBR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 128)	(56, 56, 128)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 128)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 256)	(56, 56, 256)	802816	(3, 3)	(1, 1)	(1, 1)
CBR	(56, 56, 256)	(28, 28, 256)	200704	(3, 3)	(2, 2)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 256)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 256)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 256)	200704	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 256)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
CBR	(28, 28, 512)	(28, 28, 512)	401408	(3, 3)	(1, 1)	(1, 1)
M	(28, 28, 512)	(14, 14, 512)	100352	(3, 3)	(2, 2)	(0, 0)
CBR	(14, 14, 512)	(14, 14, 144)	28224	(1, 1)	(1, 1)	(0, 0)
CBR	(14, 14, 144)	(14, 14, 288)	56448	(3, 3)	(1, 1)	(1, 1)
